Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,93.66469272011895,93.66469272011895,90.90055760611882,91.88774871826172,8164300,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,90.6834063794404,91.01905147163515,88.22529967483767,88.29440307617188,8089800,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,88.41288202490125,89.41981748342515,86.7149124281747,88.4523696899414,12177900,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,88.21542189471735,89.40005155310656,87.03079223632812,87.03079223632812,6227200,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,88.64974995215597,92.08517456054686,88.49179939544834,92.08517456054688,8066500,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,92.40110778808594,92.8157281435453,91.63109855651857,92.40110778808594,5741700,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,92.12471976164716,92.30241424897137,90.66367619920354,91.29547882080078,7503700,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,91.35470046763756,91.35470046763756,90.26878982883919,90.38725280761719,6907700,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,91.27573638291194,92.08523350419668,90.52547075830657,91.61138153076172,5158300,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,92.57884143956692,93.17115648396593,92.2234524129275,92.85525512695312,7437300,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,91.82859065958834,92.63808801866017,91.72987146945762,92.12474822998047,6488500,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,91.80877257366569,92.87493896484375,91.61133435307717,92.87493896484375,6157900,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,92.8552267604953,92.8552267604953,90.86110005354017,91.45341491699219,5800100,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,91.92723323173308,91.92723323173308,91.01901743949517,91.25594329833984,6244800,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,92.0259756641647,92.14443862361225,88.07721034924667,88.66952514648438,7896900,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,88.77812371029302,89.67646789550781,87.82054804033879,89.67646789550781,9942500,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,89.08419178075067,89.42970892529037,88.51162051265631,88.96572875976562,5158100,0.0,0.0,0.0
2000-01-27 00:00:00-05:00,89.61724107915704,89.85416703045686,87.26772539543383,88.61030578613281,10922700,0.0,0.0,0.0
2000-01-28 00:00:00-05:00,88.09698068360835,88.49185733391587,85.62900161918634,85.84618377685547,11916200,0.0,0.0,0.0
2000-01-31 00:00:00-05:00,85.80671907827238,88.2450830465574,85.29337929547555,88.17597961425781,10768700,0.0,0.0,0.0
2000-02-01 00:00:00-05:00,88.29438946167805,89.51850666798933,87.52438025125643,89.0446548461914,8419900,0.0,0.0,0.0
2000-02-02 00:00:00-05:00,89.26184876745764,89.8739074517733,88.68927774019457,89.12364196777344,6205900,0.0,0.0,0.0
2000-02-03 00:00:00-05:00,89.0051663089454,90.50569706304475,88.45233918901407,90.4662094116211,7997500,0.0,0.0,0.0
2000-02-04 00:00:00-05:00,90.46622007404689,90.9795596030572,89.79492992072572,90.0910873413086,4925400,0.0,0.0,0.0
2000-02-07 00:00:00-05:00,90.07136674634819,90.20957357826937,89.36058875361067,89.9529037475586,5845800,0.0,0.0,0.0
2000-02-08 00:00:00-05:00,90.95978939011789,91.33492201404067,90.74260734468892,91.17697143554688,4936400,0.0,0.0,0.0
2000-02-09 00:00:00-05:00,91.27573455527039,91.27573455527039,89.25199179258053,89.2618637084961,8511500,0.0,0.0,0.0
2000-02-10 00:00:00-05:00,89.47903996819166,90.0713548841329,89.00518803543865,89.4395523071289,6690600,0.0,0.0,0.0
2000-02-11 00:00:00-05:00,89.61725793007312,89.6764894290355,87.20851030560321,87.62313079833984,9849800,0.0,0.0,0.0
2000-02-14 00:00:00-05:00,88.31416911463583,88.31416911463583,87.38620892049592,88.136474609375,8528800,0.0,0.0,0.0
2000-02-15 00:00:00-05:00,87.97851548980195,89.2223769071847,87.06042730078136,89.13352966308594,11078300,0.0,0.0,0.0
2000-02-16 00:00:00-05:00,88.68930057827517,89.0446895832638,87.69223698094595,87.82057189941406,8845400,0.0,0.0,0.0
2000-02-17 00:00:00-05:00,88.72868648205774,88.72868648205774,87.32687590345824,87.36636352539062,7584200,0.0,0.0,0.0
2000-02-18 00:00:00-05:00,87.74158030591441,87.74158030591441,85.05641943246609,85.49078369140625,9409200,0.0,0.0,0.0
2000-02-22 00:00:00-05:00,85.41179687895689,86.14231848887862,84.36537403231225,85.27359008789062,16415400,0.0,0.0,0.0
2000-02-23 00:00:00-05:00,85.68824827425539,86.85313459872107,84.97747017797124,86.28056335449219,12119000,0.0,0.0,0.0
2000-02-24 00:00:00-05:00,86.35950003155811,86.5766821304029,84.0889599072716,84.5430679321289,17375000,0.0,0.0,0.0
2000-02-25 00:00:00-05:00,85.41181083347486,86.37925852899966,84.10871801909452,84.23705291748047,10559900,0.0,0.0,0.0
2000-02-28 00:00:00-05:00,84.26667038117996,86.35951645906306,83.85204993178802,86.0041275024414,13397800,0.0,0.0,0.0
2000-02-29 00:00:00-05:00,85.96462274736142,86.8333511352539,85.76718447738585,86.8333511352539,8242500,0.0,0.0,0.0
2000-03-01 00:00:00-05:00,86.95180186665624,87.82053013235398,86.695132151791,87.46514129638672,6868000,0.0,0.0,0.0
2000-03-02 00:00:00-05:00,87.62311031617782,87.89952391338973,86.77412569616978,87.5243911743164,7600200,0.0,0.0,0.0
2000-03-03 00:00:00-05:00,88.728759883884,89.53825680316287,88.27465185599584,89.16312408447266,12770300,0.0,0.0,0.0
2000-03-06 00:00:00-05:00,88.96569326056138,89.30133835275613,87.66260054968765,88.29440307617188,11967100,0.0,0.0,0.0
2000-03-07 00:00:00-05:00,88.45233159167996,88.55105071175997,85.43152651723197,86.58654022216797,20062000,0.0,0.0,0.0
2000-03-08 00:00:00-05:00,86.22130415232759,87.09003265764072,85.31308798768205,86.47797393798828,11808500,0.0,0.0,0.0
2000-03-09 00:00:00-05:00,86.71491108092991,89.00519561767578,86.00413312125015,89.00519561767578,5500900,0.0,0.0,0.0
2000-03-10 00:00:00-05:00,88.57084448182296,89.71598692050904,88.156223943678,88.53135681152344,7924600,0.0,0.0,0.0
2000-03-13 00:00:00-05:00,86.35949231204751,88.74849518579185,85.72768989915645,87.5638656616211,10540500,0.0,0.0,0.0
2000-03-14 00:00:00-05:00,87.99827920158087,88.51161895012049,86.02389555335155,86.32005310058594,8263900,0.0,0.0,0.0
2000-03-15 00:00:00-05:00,86.47798779504237,88.72878473765306,85.9646481414645,88.33390808105469,10300800,0.0,0.0,0.0
